channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
1;1;0;-1;1795;6;-1;-1;1795;48.20372666666667;-4.494175;2.4000000953674316;0;207.39999389648438;200;0;0;0;-1;561771.997375487;10.5001
2;1;0;-1;2194;4;-1;-1;2193;48.20361166666667;-4.49425;2.4000000953674316;0;204.0;200;0;0;0;-1;561782.637481688;10.6401
1;1;0;-1;307;2;-1;-1;306;48.20351333333333;-4.494293333333333;2.5;0;198.3000030517578;200;0;0;0;-1;561792.317169188;9.6797
2;1;0;-1;-1;3;-1;-1;687;48.20339833333333;-4.4943333333333335;2.5;0;194.3000030517578;201;0;0;0;-1;561802.457946776;10.1408
2;1;0;-1;-1;5;-1;-1;1401;48.203175;-4.494388333333333;2.5999999046325684;0;188.6999969482422;203;0;0;0;-1;561821.497161864;19.0392
1;1;0;-1;-1;5;-1;-1;1795;48.20305;-4.494408333333333;2.5999999046325684;0;187.89999389648438;204;0;0;0;-1;561831.997406005;10.5002
2;1;0;-1;-1;3;-1;-1;2193;48.20294;-4.494433333333333;2.5;0;189.8000030517578;205;0;0;0;-1;561842.637542724;10.6401
1;1;0;-1;-1;1;-1;-1;306;48.20283333333333;-4.494456666666666;2.5;0;190.39999389648438;206;0;0;0;-1;561852.316955565;9.6794
2;1;0;-1;687;2;-1;-1;687;48.20273;-4.494483333333333;2.4000000953674316;0;190.0;207;0;0;0;-1;561862.457336425;10.1404
1;1;0;-1;-1;3;-1;-1;1045;48.20263333333333;-4.494508333333333;2.299999952316284;0;191.1999969482422;207;0;0;0;-1;561871.996978759;9.5396
2;1;0;-1;1401;4;-1;-1;1401;48.202545;-4.494535;2.200000047683716;0;192.60000610351562;207;0;0;0;-1;561881.497222899;9.5002
1;1;0;-1;1795;4;-1;-1;1795;48.20245;-4.494563333333334;2.200000047683716;0;193.0;208;0;0;0;-1;561891.997161864;10.4999
2;1;0;-1;2194;2;-1;-1;2193;48.202335;-4.4945916666666665;2.0999999046325684;0;190.0;208;0;0;0;-1;561902.637878417;10.6407
1;1;0;2223;-1;0;-1;-1;306;48.202241666666666;-4.494611666666667;2.0999999046325684;0;188.1999969482422;208;0;0;0;-1;561912.317047118;9.6792
2;1;0;-1;-1;1;-1;-1;687;48.20215666666667;-4.494631666666667;2.0;0;186.39999389648438;209;0;0;0;-1;561922.45751953;10.1405
1;1;0;-1;1045;2;-1;-1;1045;48.20207833333333;-4.494645;2.0;0;185.60000610351562;209;0;0;0;-1;561931.997161864;9.5396
2;1;0;-1;-1;3;-1;-1;1401;48.201991666666665;-4.494653333333333;2.0;0;184.0;210;0;0;0;-1;561941.497406005;9.5002
1;1;0;-1;-1;3;-1;-1;1795;48.201906666666666;-4.49466;1.899999976158142;0;181.6999969482422;210;0;0;0;-1;561951.997161864;10.4998
2;1;0;-1;-1;1;-1;-1;2193;48.201813333333334;-4.4946633333333335;1.899999976158142;0;180.1999969482422;210;0;0;0;-1;561962.637695311;10.6405
1;1;0;-1;280;4;-1;-1;279;48.20174;-4.4946633333333335;1.7999999523162842;0;179.0;210;0;0;0;-1;561971.597045898;8.9594
2;1;0;2200;-1;0;-1;-1;687;48.201658333333334;-4.49466;1.7999999523162842;0;178.10000610351562;210;0;0;0;-1;561982.457061767;10.86
1;1;0;-1;-1;1;-1;-1;1045;48.201575;-4.494653333333333;1.7999999523162842;0;175.0;210;0;0;0;-1;561991.996734618;9.5397
2;1;0;-1;1401;2;-1;-1;1401;48.20149833333333;-4.494641666666666;1.899999976158142;0;174.0;210;0;0;0;-1;562001.49798584;9.5013
1;1;0;-1;1795;2;-1;-1;1795;48.201395;-4.49462;2.0;0;174.3000030517578;210;0;0;0;-1;562011.996612548;10.4986
2;1;0;2220;-1;0;-1;-1;2193;48.201295;-4.494605;2.200000047683716;0;175.3000030517578;210;0;0;0;-1;562022.637847899;10.6412
1;1;0;-1;-1;3;-1;-1;279;48.20120166666667;-4.4945916666666665;2.299999952316284;0;175.0;211;0;0;0;-1;562031.597290038;8.9594
2;1;0;-1;637;6;-1;-1;637;48.201096666666665;-4.494578333333333;2.299999952316284;0;176.6999969482422;211;0;0;0;-1;562041.117492675;9.5202
1;1;0;2214;-1;0;-1;-1;1045;48.20097833333333;-4.494566666666667;2.299999952316284;0;176.89999389648438;211;0;0;0;-1;562051.997253417;10.8798
2;5;-1;-1;-1;-1;-1;-1;1388;-1;-1;-1;4;-1;-1;-1;-1;-1;0;562061.15661621;9.1594
2;1;0;-1;-1;1;-1;-1;1401;48.200865;-4.494551666666666;2.4000000953674316;0;174.89999389648438;211;0;0;0;-1;562061.497283934;0.3407
1;1;0;-1;-1;1;-1;-1;1795;48.200755;-4.494538333333334;2.4000000953674316;0;175.10000610351562;212;0;0;0;-1;562071.996673583;10.4994
2;1;0;-1;-1;3;-1;-1;2163;48.20065;-4.494523333333333;2.299999952316284;0;174.89999389648438;212;0;0;0;-1;562081.838134765;9.8415
1;1;0;-1;280;2;-1;-1;279;48.200555;-4.4944983333333335;2.0999999046325684;0;171.39999389648438;212;0;0;0;-1;562091.597198485;9.7591
2;1;0;-1;-1;5;-1;-1;637;48.200478333333336;-4.49447;1.899999976158142;0;167.1999969482422;212;0;0;0;-1;562101.117095947;9.5199
1;1;0;-1;-1;7;-1;-1;1009;48.200401666666664;-4.494433333333333;1.7999999523162842;0;161.60000610351562;212;0;0;0;-1;562111.038116455;9.921
2;1;0;2232;-1;0;-1;-1;1401;48.200335;-4.494388333333333;1.600000023841858;0;156.5;212;0;0;0;-1;562121.498809814;10.4607
